,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_,SSD,HDD
281,Dell,Notebook,4,AMD,Linux,2.25,22803.84,0,0,141.21199808219862,Intel Core i3,0,1000
282,Lenovo,Gaming,8,Nvidia,Windows,2.5,44169.12,0,1,141.21199808219862,Intel Core i5,256,0
283,Lenovo,Notebook,6,Intel,Windows,2.2,30849.12,0,0,141.21199808219862,Intel Core i5,256,0
284,Acer,Notebook,8,Nvidia,Windows,3.0,50669.28,0,1,141.21199808219862,Intel Core i7,256,0
285,Acer,Notebook,12,Intel,Windows,2.15,35111.52,1,1,141.21199808219862,Intel Core i7,0,1000
286,Lenovo,Notebook,8,Intel,Windows,1.95,58448.16,0,1,141.21199808219862,Intel Core i7,256,0
287,Asus,Ultrabook,8,Nvidia,Windows,1.7,52054.56,0,0,141.21199808219862,Intel Core i5,256,0
288,Lenovo,Gaming,16,Nvidia,Windows,2.5,62817.12,0,1,141.21199808219862,Intel Core i7,256,1000
289,Lenovo,Notebook,8,Nvidia,No,2.2,35112.0528,0,0,141.21199808219862,Intel Core i7,0,1000
290,Acer,Notebook,2,Intel,Chrome,2.19,10602.72,0,0,100.45466986113651,Intel Processor,16,0
291,Asus,Gaming,8,Nvidia,Windows,3.0,63243.36,0,0,127.33567457123111,Intel Core i7,0,1000
292,HP,Notebook,8,Intel,Windows,2.54,26053.92,0,0,106.11306214269258,Intel Core i3,0,1000
293,Dell,Notebook,8,Nvidia,Windows,2.0,97449.12,0,0,141.21199808219862,Intel Core i7,256,0
294,Lenovo,Notebook,8,Intel,Windows,2.05,39373.92,0,0,141.21199808219862,Intel Core i5,256,0
295,Lenovo,Gaming,8,Nvidia,Windows,3.2,69210.72,0,1,141.21199808219862,Intel Core i7,0,1000
296,Acer,Notebook,8,Nvidia,Linux,2.5,52161.12,0,0,141.21199808219862,Intel Core i7,256,0
297,Dell,Workstation,16,Nvidia,Windows,3.42,153705.3408,0,0,127.33567457123111,Intel Core i7,256,0
298,Lenovo,Notebook,6,AMD,Windows,2.4,26586.72,0,0,141.21199808219862,AMD processor,0,1000
299,Asus,Ultrabook,16,Nvidia,Windows,1.63,78215.04,0,0,141.21199808219862,Intel Core i7,512,0
300,Asus,Notebook,4,Intel,Windows,1.3,27119.52,0,0,111.93520355955211,Intel Core i3,128,0
301,Asus,Gaming,16,Nvidia,Windows,2.9,113060.16,0,0,127.33567457123111,Intel Core i7,256,1000
302,Lenovo,Notebook,6,Nvidia,Windows,2.8,34578.72,0,0,106.11306214269258,Intel Core i5,0,1000
303,Lenovo,Notebook,8,Nvidia,No,2.2,29250.72,0,0,100.45466986113651,Intel Core i5,0,2000
304,Asus,Gaming,8,Nvidia,Windows,2.5,67399.2,0,0,141.21199808219862,Intel Core i7,128,1000
305,Lenovo,Notebook,4,Intel,No,2.2,19180.2672,0,0,100.45466986113651,Intel Processor,0,1000
306,HP,2 in 1 Convertible,16,Intel,Windows,1.28,105228.0,1,0,165.6321180513006,Intel Core i7,256,0
307,Toshiba,Notebook,8,Nvidia,Windows,2.2,55571.04,0,1,141.21199808219862,Intel Core i7,256,0
308,Lenovo,Notebook,8,Nvidia,Windows,2.3,43636.32,0,0,141.21199808219862,Intel Core i5,128,1000
309,HP,Notebook,4,Intel,Windows,1.86,24988.32,0,0,141.21199808219862,Intel Core i3,0,1000
310,Lenovo,Notebook,8,Intel,Windows,1.1,53226.72,0,1,165.6321180513006,Intel Core i5,256,0
311,Dell,Ultrabook,16,Intel,Windows,1.21,133146.72,1,1,331.2642361026012,Intel Core i7,1000,0
312,MSI,Gaming,16,Nvidia,Windows,2.8,111834.72,0,1,141.21199808219862,Intel Core i7,256,1000
313,Acer,Notebook,8,AMD,Windows,2.23,24988.32,0,0,141.21199808219862,AMD processor,256,0
314,Asus,2 in 1 Convertible,2,Intel,Windows,1.1,14652.0,1,0,135.0942111925629,Intel Processor,0,0
315,Dell,Notebook,8,AMD,Windows,2.33,44968.32,0,0,141.21199808219862,Intel Core i5,128,1000
316,HP,2 in 1 Convertible,16,Intel,Windows,1.29,130482.72,1,1,331.2642361026012,Intel Core i7,1000,0
317,Lenovo,Notebook,4,Intel,Chrome,1.45,24503.472,0,0,117.82653006268643,Intel Processor,0,0
318,HP,Notebook,8,Intel,Windows,1.95,52214.4,0,0,157.3505121487356,Intel Core i5,256,0
319,Acer,Notebook,4,Intel,Windows,1.4,25840.8,0,0,135.0942111925629,Intel Processor,0,0
320,HP,Notebook,8,Intel,Windows,1.48,68837.76,0,0,157.3505121487356,Intel Core i7,256,0
321,Lenovo,Notebook,4,Nvidia,Windows,2.79,31381.92,0,0,106.11306214269258,Intel Core i5,0,1000
322,Asus,Notebook,8,Intel,Windows,2.0,58288.32,0,0,157.3505121487356,Intel Core i7,256,0
323,HP,Notebook,8,Intel,Windows,2.1,48058.56,0,1,100.45466986113651,Intel Core i7,0,1000
324,Acer,Notebook,8,AMD,Windows,2.2,35111.52,0,0,100.45466986113651,AMD processor,256,0
325,Lenovo,Notebook,4,Intel,Windows,1.44,15557.76,0,0,111.93520355955211,Intel Processor,0,0
326,Acer,Notebook,6,Intel,Windows,2.23,29250.72,0,0,100.45466986113651,Intel Core i5,0,1000
327,Asus,Ultrabook,8,Nvidia,Windows,1.7,55938.672,0,0,141.21199808219862,Intel Core i7,256,0
328,HP,Ultrabook,8,Intel,Windows,1.26,71128.8,0,0,176.23257360658386,Intel Core i7,256,0
329,Dell,Notebook,32,Nvidia,Windows,2.06,140605.91999999998,1,0,282.42399616439724,Intel Core i7,1000,0
330,MSI,Gaming,8,Nvidia,Windows,2.7,63882.72,0,0,127.33567457123111,Intel Core i7,256,1000
331,Toshiba,Notebook,8,Intel,Windows,2.0,50243.04,0,1,141.21199808219862,Intel Core i5,256,0
332,Asus,Notebook,8,Intel,Windows,2.0,71075.52,0,0,157.3505121487356,Intel Core i7,256,1000
333,Lenovo,Notebook,4,Intel,Windows,1.85,23922.72,0,0,141.21199808219862,Intel Core i3,0,1000
334,Asus,Gaming,8,Nvidia,Windows,2.5,53226.72,0,0,141.21199808219862,Intel Core i7,256,0
335,HP,Notebook,8,Intel,Windows,1.48,67559.04,0,0,157.3505121487356,Intel Core i5,256,0
336,Dell,Ultrabook,8,Nvidia,Windows,1.9,55890.72,0,1,141.21199808219862,Intel Core i5,128,1000
337,HP,Notebook,8,Intel,Windows,1.84,60952.32,0,0,141.21199808219862,Intel Core i5,256,0
338,Asus,Notebook,4,Intel,Linux,2.0,14651.4672,0,0,100.45466986113651,Intel Processor,0,1000
339,Dell,Notebook,8,Nvidia,Windows,2.0,60885.72,0,0,141.21199808219862,Intel Core i5,256,0
340,Dell,Notebook,4,Intel,Linux,2.2,14646.672,0,0,100.45466986113651,Intel Processor,0,500
341,Lenovo,Notebook,12,AMD,Windows,2.2,47898.72,0,0,141.21199808219862,AMD processor,0,2000
342,HP,Notebook,8,Nvidia,Windows,2.1,38148.48,0,1,141.21199808219862,Intel Core i3,0,1000
343,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.4,111834.72,1,1,316.96506044349616,Intel Core i7,512,0
344,Dell,Ultrabook,8,Intel,Windows,1.2,84129.12,0,0,165.6321180513006,Intel Core i7,256,0
345,Lenovo,Gaming,16,Nvidia,Windows,2.4,60153.12,0,1,141.21199808219862,Intel Core i7,256,2000
346,HP,Notebook,2,Intel,Windows,1.44,14865.12,0,0,111.93520355955211,Intel Processor,0,0
347,Dell,Ultrabook,16,Intel,Windows,1.88,85672.1088,0,0,141.21199808219862,Intel Core i7,512,0
348,Asus,2 in 1 Convertible,4,Intel,Windows,1.5,19980.0,1,0,135.0942111925629,Intel Processor,0,0
349,Dell,Ultrabook,8,AMD,Windows,1.9,35324.64,0,0,141.21199808219862,Intel Core i5,0,1000
350,Dell,Notebook,16,Nvidia,Windows,2.06,108020.9376,1,0,282.42399616439724,Intel Core i7,512,0
351,HP,Notebook,8,Intel,Windows,1.84,69477.12,0,0,141.21199808219862,Intel Core i7,256,0
352,MSI,Gaming,8,Nvidia,Windows,2.7,75071.52,0,0,127.33567457123111,Intel Core i7,128,1000
353,HP,Workstation,8,Nvidia,Windows,2.6,92615.0256,0,0,141.21199808219862,Intel Core i7,256,0
354,Toshiba,Notebook,16,Nvidia,Windows,2.4,74751.84,0,1,141.21199808219862,Intel Core i7,512,0
355,Dell,Notebook,8,AMD,Windows,2.02,51729.55199999999,0,0,141.21199808219862,Intel Core i7,128,2000
356,Lenovo,Notebook,4,Intel,No,2.2,17155.627200000003,0,0,100.45466986113651,Intel Processor,0,1000
357,Dell,Gaming,8,Nvidia,Windows,2.65,53226.72,0,0,141.21199808219862,Intel Core i5,0,1000
358,Dell,Notebook,8,Intel,Windows,2.36,29696.6736,1,0,100.45466986113651,Intel Core i5,0,2000
359,Dell,Notebook,8,Intel,Windows,1.36,76030.56,0,0,157.3505121487356,Intel Core i5,256,0
360,HP,Notebook,4,Intel,Windows,1.86,23389.92,0,0,100.45466986113651,Intel Core i3,0,500
361,Asus,Notebook,8,Intel,Windows,2.0,50349.6,0,0,157.3505121487356,Intel Core i5,256,0
362,Lenovo,Notebook,6,Nvidia,Windows,2.8,38308.32,0,0,106.11306214269258,Intel Core i5,128,1000
363,HP,Notebook,8,Intel,Windows,1.86,34045.92,0,0,141.21199808219862,Intel Core i5,0,1000
364,Lenovo,Notebook,8,Nvidia,No,2.2,26586.72,0,0,100.45466986113651,Intel Core i3,256,0
365,HP,Notebook,8,Intel,Windows,2.04,20725.92,0,0,100.45466986113651,Intel Processor,0,2000
366,Dell,Notebook,8,AMD,Windows,2.8,57808.8,0,0,127.33567457123111,Intel Core i5,128,1000
367,Lenovo,Gaming,8,Nvidia,No,2.4,43103.52,0,1,141.21199808219862,Intel Core i5,128,1000
368,Dell,Notebook,8,AMD,Windows,2.33,47898.72,0,0,141.21199808219862,Intel Core i7,256,0
369,HP,Ultrabook,8,Intel,Windows,1.36,93240.0,0,1,157.3505121487356,Intel Core i7,256,0
370,Asus,2 in 1 Convertible,12,Nvidia,Windows,2.26,58554.72,1,0,141.21199808219862,Intel Core i7,512,2000
371,Acer,Notebook,4,AMD,Windows,2.1,22697.28,0,0,100.45466986113651,AMD processor,128,0
372,Asus,Gaming,16,AMD,Windows,3.25,117162.72,0,1,127.33567457123111,AMD processor,256,1000
373,Lenovo,Notebook,4,AMD,Windows,2.6,26053.92,0,0,106.11306214269258,AMD processor,128,0
374,Dell,2 in 1 Convertible,8,Intel,Windows,1.62,46300.85279999999,1,0,165.6321180513006,Intel Core i7,256,0
375,HP,Notebook,4,AMD,Windows,1.91,26053.3872,0,0,141.21199808219862,AMD processor,256,0
376,Lenovo,Netbook,4,Intel,Windows,1.59,29463.84,0,1,135.0942111925629,Intel Processor,128,0
377,Dell,Notebook,4,Intel,Windows,1.8,16463.52,0,0,100.45466986113651,Intel Processor,0,500
378,Asus,Notebook,4,Intel,Windows,1.5,15238.08,0,0,111.93520355955211,Intel Processor,0,0
379,Acer,Notebook,8,Nvidia,Linux,2.4,45074.88,0,0,141.21199808219862,Intel Core i7,0,1000
380,HP,Gaming,8,Nvidia,Windows,3.35,63456.48,0,1,127.33567457123111,Intel Core i7,128,1000
381,Lenovo,Notebook,4,Intel,No,1.85,21498.48,0,0,141.21199808219862,Intel Core i3,128,0
382,Asus,Gaming,8,Nvidia,Windows,2.3,88178.4,0,1,141.21199808219862,Intel Core i7,128,1000
383,Lenovo,Notebook,8,Nvidia,Windows,1.5,58554.72,0,1,157.3505121487356,Intel Core i5,256,0
384,Asus,Ultrabook,16,Intel,Windows,1.1,93181.392,1,0,165.6321180513006,Intel Core i7,512,0
385,Lenovo,Ultrabook,8,Intel,Windows,1.13,121584.96,0,1,209.8006828649808,Intel Core i7,512,0
386,Lenovo,Notebook,4,Intel,Windows,1.5,29250.72,0,1,165.6321180513006,Intel Core i3,128,0
387,Dell,Workstation,8,AMD,Windows,2.23,72940.31999999999,0,0,141.21199808219862,Intel Core i5,0,500
388,Dell,Workstation,8,Nvidia,Windows,2.0,113752.8,0,1,141.21199808219862,Intel Core i7,256,0
389,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.42,133679.52,1,0,209.8006828649808,Intel Core i7,512,0
390,Asus,Gaming,8,Nvidia,Windows,3.0,55357.92,0,0,127.33567457123111,Intel Core i7,0,1000
391,Asus,Gaming,16,Nvidia,Windows,3.0,84768.48,0,0,127.33567457123111,Intel Core i7,256,1000
392,Acer,Notebook,12,Nvidia,Windows,2.2,36975.7872,0,1,100.45466986113651,Intel Core i5,0,1000
393,MSI,Gaming,8,Nvidia,Windows,2.7,71874.72,0,0,127.33567457123111,Intel Core i7,256,0
394,Dell,Notebook,8,AMD,Linux,2.33,41498.1936,0,0,141.21199808219862,Intel Core i7,256,0
395,HP,Ultrabook,4,AMD,Windows,1.91,26586.72,0,0,141.21199808219862,AMD processor,256,0
396,Lenovo,Notebook,8,AMD,Windows,2.1,65510.9568,0,1,141.21199808219862,Intel Core i7,256,0
397,Lenovo,Notebook,8,Intel,Windows,1.9,49976.64,0,1,157.3505121487356,Intel Core i5,256,0
398,Dell,Workstation,8,Nvidia,Windows,1.78,144495.36,1,0,282.42399616439724,Intel Core i7,256,0
399,Lenovo,Ultrabook,16,Intel,Windows,1.13,139860.0,0,1,209.8006828649808,Intel Core i7,1000,0
400,Lenovo,Notebook,4,Intel,Windows,2.2,16303.68,0,0,100.45466986113651,Intel Processor,0,1000
401,Asus,Gaming,16,Nvidia,Windows,2.9,81465.12,0,0,127.33567457123111,Intel Core i7,256,1000
402,Lenovo,Notebook,8,AMD,Windows,2.1,60978.96,0,1,141.21199808219862,Intel Core i5,256,1000
403,Acer,Notebook,8,Nvidia,Linux,2.5,46833.12,0,0,141.21199808219862,Intel Core i7,256,0
404,MSI,Gaming,16,Nvidia,Windows,2.8,119826.72,0,0,127.33567457123111,Intel Core i7,256,1000
405,Asus,Ultrabook,8,Intel,Windows,1.1,99793.44,0,0,157.3505121487356,Intel Core i7,512,0
406,Toshiba,Ultrabook,16,Intel,Windows,1.2,93080.16,0,0,165.6321180513006,Intel Core i7,512,0
407,Dell,Ultrabook,8,Intel,Windows,1.36,89510.4,0,0,157.3505121487356,Intel Core i7,512,0
408,Lenovo,Notebook,4,Intel,Windows,2.2,21791.52,0,0,141.21199808219862,Intel Core i3,0,500
409,Lenovo,Notebook,2,Intel,Windows,1.15,16221.096,0,0,135.0942111925629,Intel Processor,0,0
410,Lenovo,Workstation,8,Nvidia,Windows,2.67,102564.0,0,0,141.21199808219862,Intel Core i7,512,0
411,Lenovo,Ultrabook,8,Nvidia,Windows,1.7,103523.04,0,1,209.8006828649808,Intel Core i7,512,0
412,HP,Notebook,4,AMD,Windows,2.1,24988.32,0,0,141.21199808219862,Intel Core i3,0,1000
413,Acer,2 in 1 Convertible,8,Intel,Windows,1.6,42038.4528,1,1,165.6321180513006,Intel Core i7,256,0
414,Asus,2 in 1 Convertible,8,Intel,Windows,1.27,49443.84,1,1,165.6321180513006,Intel Core i5,256,0
415,Dell,Notebook,4,AMD,Linux,2.3,31909.392,0,0,141.21199808219862,Intel Core i5,256,0
416,Dell,Notebook,4,Intel,Windows,1.65,36709.92,0,0,117.82653006268643,Intel Core i3,128,0
417,HP,Ultrabook,8,Intel,Windows,1.43,79920.0,0,0,157.3505121487356,Intel Core i7,256,0
418,Dell,Notebook,8,Intel,Windows,2.14,28768.536,0,0,100.45466986113651,Intel Core i5,0,1000
419,Lenovo,Ultrabook,8,AMD,Windows,1.75,64755.44640000001,0,1,157.3505121487356,Intel Core i7,256,0
420,Lenovo,2 in 1 Convertible,16,Nvidia,Windows,2.0,101178.72,1,1,282.42399616439724,Intel Core i7,512,0
421,Chuwi,Notebook,6,Intel,Windows,1.4,23922.72,0,1,267.3384360344031,Intel Processor,0,0
422,HP,Notebook,8,Intel,Windows,2.31,76030.56,0,0,141.21199808219862,Intel Core i7,256,0
423,Asus,Notebook,8,Nvidia,Linux,2.3,31808.16,0,0,141.21199808219862,Intel Core i3,0,1000
424,Dell,Gaming,16,Nvidia,Windows,4.42,149130.72,0,1,169.78089942830815,Intel Core i7,256,1000
425,Dell,Gaming,8,Nvidia,Windows,2.62,61751.52,0,1,141.21199808219862,Intel Core i7,128,1000
426,Dell,Notebook,8,AMD,Windows,2.02,60867.072,0,0,141.21199808219862,Intel Core i7,256,2000
427,Dell,Ultrabook,8,Intel,Linux,1.6,58554.72,0,0,157.3505121487356,Intel Core i7,256,0
428,HP,Gaming,12,Nvidia,Windows,3.35,106506.72,0,0,127.33567457123111,Intel Core i7,256,1000
429,Mediacom,2 in 1 Convertible,4,Intel,Windows,1.16,15930.72,1,1,189.90579052433606,Intel Processor,32,0
430,Samsung,Netbook,4,Intel,Chrome,1.15,14332.32,0,0,135.0942111925629,Intel Processor,0,0
431,Lenovo,Notebook,8,Intel,Windows,1.4,53812.8,0,1,165.6321180513006,Intel Core i7,256,0
432,Lenovo,Notebook,4,Intel,Windows,1.7,31914.72,0,1,157.3505121487356,Intel Core i3,128,0
433,Lenovo,Workstation,16,Nvidia,Windows,2.3,130269.6,0,1,282.42399616439724,Intel Core i7,512,0
434,Lenovo,Notebook,16,Nvidia,Windows,2.5,130482.72,0,0,141.21199808219862,Intel Core i7,512,0
435,Asus,Gaming,8,AMD,Windows,3.2,90309.6,0,0,127.33567457123111,AMD processor,256,1000
436,HP,Notebook,4,Intel,Windows,2.1,18488.16,0,0,100.45466986113651,Intel Processor,0,500
437,Google,Ultrabook,16,Intel,Chrome,1.1,117162.72,1,0,234.50740003017813,Intel Core i7,512,0
438,Lenovo,Ultrabook,24,Intel,Windows,1.32,126912.96,0,0,209.8006828649808,Intel Core i7,512,0
439,Asus,Notebook,4,Intel,Linux,2.0,29783.52,0,0,141.21199808219862,Intel Core i5,256,0
440,Lenovo,Notebook,8,AMD,Windows,2.8,27652.32,0,0,106.11306214269258,AMD processor,0,1000
441,Dell,Notebook,4,AMD,Windows,2.2,39906.72,0,0,141.21199808219862,Intel Core i5,256,0
442,Lenovo,Ultrabook,8,Intel,Windows,1.36,76137.12,0,1,176.23257360658386,Intel Core i5,256,0
443,Lenovo,Notebook,4,Intel,Windows,2.2,18594.72,0,0,141.21199808219862,Intel Processor,128,0
444,HP,Gaming,8,Nvidia,Windows,2.2,58554.72,0,1,141.21199808219862,Intel Core i7,128,1000
445,Dell,Notebook,8,Nvidia,Windows,1.64,62817.12,0,0,157.3505121487356,Intel Core i5,256,0
446,Acer,Notebook,4,Intel,Linux,2.4,23539.104,0,0,100.45466986113651,Intel Core i5,0,500
447,Dell,Workstation,8,Nvidia,Windows,2.23,106187.04,0,0,141.21199808219862,Intel Processor,0,1000
448,MSI,Gaming,8,Nvidia,Windows,2.2,54757.9872,0,0,141.21199808219862,Intel Core i5,256,0
449,Microsoft,Ultrabook,16,Intel,Windows,1.25,137941.91999999998,1,0,200.84255993695703,Intel Core i7,512,0
450,HP,Notebook,8,Intel,Windows,1.91,31381.92,0,0,100.45466986113651,Intel Core i5,128,0
451,Dell,Workstation,16,Nvidia,Windows,2.17,105228.0,0,1,141.21199808219862,Intel Core i7,256,0
452,HP,Workstation,8,Intel,Windows,2.31,81731.52,0,1,141.21199808219862,Intel Core i7,512,0
453,Lenovo,Notebook,8,Intel,Windows,1.65,71661.59999999999,0,0,157.3505121487356,Intel Core i5,256,0
454,Dell,Notebook,8,AMD,Windows,2.36,52161.12,0,0,141.21199808219862,Intel Core i7,128,1000
455,Dell,2 in 1 Convertible,4,Intel,Windows,1.47,25521.12,1,0,135.0942111925629,Intel Processor,0,500
456,Dell,Notebook,8,Nvidia,Windows,4.42,109010.88,0,1,127.33567457123111,Intel Core i7,0,1000
457,Microsoft,Ultrabook,4,Intel,Windows,1.252,52693.92,1,0,200.84255993695703,Intel Processor,128,0
458,Microsoft,Ultrabook,8,Intel,Windows,1.25,95850.72,1,0,200.84255993695703,Intel Core i7,256,0
459,HP,Notebook,8,Intel,Windows,2.5,34093.872,0,0,106.11306214269258,Intel Core i3,256,0
460,Acer,Notebook,4,Nvidia,Windows,2.23,28984.32,0,0,141.21199808219862,Intel Core i3,0,1000
461,Acer,Netbook,4,Intel,Windows,1.4,23176.8,0,0,135.0942111925629,Intel Processor,128,0
462,Asus,Notebook,8,Intel,Windows,2.37,39906.72,0,0,141.21199808219862,Intel Core i5,0,1000
463,Lenovo,Notebook,8,AMD,No,1.5,42570.72,0,1,157.3505121487356,Intel Core i7,512,0
464,Lenovo,Notebook,8,Nvidia,Windows,2.67,111355.2,0,0,141.21199808219862,Intel Core i7,256,0
465,Asus,Notebook,4,Intel,Windows,2.0,16197.12,0,0,100.45466986113651,Intel Processor,0,500
466,Acer,Notebook,4,Nvidia,Windows,2.2,24988.32,0,0,100.45466986113651,Intel Core i3,0,500
467,Dell,Notebook,8,AMD,Windows,2.02,40439.52,0,0,141.21199808219862,Intel Core i5,0,2000
468,HP,Gaming,12,Nvidia,Windows,3.78,90522.72,0,1,127.33567457123111,Intel Core i7,0,1000
469,Lenovo,Ultrabook,12,Intel,Windows,1.4,98994.24,0,1,209.8006828649808,Intel Core i7,256,0
470,HP,2 in 1 Convertible,8,Intel,Windows,1.29,106506.72,1,1,331.2642361026012,Intel Core i7,512,0
471,HP,Notebook,8,AMD,Windows,1.9,61485.12,0,0,141.21199808219862,Intel Core i5,0,500
472,Google,Ultrabook,8,Intel,Chrome,1.1,67932.0,1,0,234.50740003017813,Intel Core i5,128,0
473,Dell,Ultrabook,8,Intel,Windows,1.42,98133.768,1,0,165.6321180513006,Intel Core i5,256,0
474,Asus,Notebook,12,Intel,Windows,2.06,69210.72,0,1,282.42399616439724,Intel Core i7,128,1000
475,Dell,Notebook,8,Intel,Windows,1.79,39427.2,0,0,111.93520355955211,Intel Core i3,128,0
476,Dell,Workstation,8,Nvidia,Windows,1.78,128298.24,0,0,141.21199808219862,Intel Core i7,256,0
477,Lenovo,Notebook,8,Intel,Windows,1.7,72673.92,0,0,157.3505121487356,Intel Core i5,180,0
478,Dell,Notebook,8,AMD,Windows,2.2,35964.0,0,0,141.21199808219862,Intel Core i5,0,1000
479,Toshiba,Notebook,8,Intel,Windows,1.05,89084.16,0,1,165.6321180513006,Intel Core i5,256,0
480,Dell,Notebook,8,Nvidia,Windows,2.16,67239.36,0,1,141.21199808219862,Intel Core i7,512,0
481,Dell,Notebook,4,Intel,Windows,2.18,31254.048,0,0,100.45466986113651,Intel Core i3,0,1000
482,HP,Notebook,4,Intel,Windows,1.49,38681.28,0,1,165.6321180513006,Intel Core i5,128,0
483,Chuwi,Notebook,4,Intel,Windows,1.89,13261.392000000002,0,0,141.21199808219862,Intel Processor,0,0
484,Lenovo,Notebook,4,Intel,Windows,2.3,30103.2,0,0,100.45466986113651,Intel Core i3,128,0
485,Lenovo,Notebook,8,Intel,Windows,1.75,55890.72,0,1,157.3505121487356,Intel Core i5,256,0
486,Dell,Workstation,16,Nvidia,Windows,2.17,124568.64,0,1,141.21199808219862,Intel Core i7,512,0
487,Dell,Notebook,16,Nvidia,Windows,2.06,101178.72,0,0,141.21199808219862,Intel Core i7,512,0
488,Lenovo,Ultrabook,16,Intel,Windows,1.36,95797.44,0,1,176.23257360658386,Intel Core i7,512,0
489,Asus,Ultrabook,16,Intel,Windows,0.91,103896.0,0,0,176.23257360658386,Intel Core i7,512,0
